reviewerID,asin,reviewerName,helpful,comment,rating,summary,unixReviewTime,reviewTime,month,year,word_count,sentiment,product,issue,product_clean,issue_clean
A15RL5IYZ0536U,B000LO4FFG,"CMM ""CMM""","[20, 22]","If you get a package in the mail and it's missing an item, Rain Bird will not help you, so just send it all back.  My package was missing the pressure regulator and calling Rain Bird doesn't help.",3.0,No Pressure Regulator in the Pkg,1332720000,"03 26, 2012",3,2012,38,15,regulator,missing,regulator,missing
A2T04VAIXSKJH2,B000QD7MZ2,"Stefan ""Stefan""","[0, 0]","The best thing about this feeder is its huge 48 ounce capacity. If you're looking for something you can fill up and then forget about for a long time, this may be it. Otherwise, it's all plastic and looks cheap. I'd invest in a smaller glass/metal feeder instead.",2.0,"Large capacity, otherwise so-so",1402617600,"06 13, 2014",6,2014,47,40,feeder,material,feeder,material
A1EZTCAKW2TIJC,B00004SDY5,V. W. House,"[0, 0]",I much prefer snap connectors thought they tend to be overpriced.  Gardena is my favorite brand.  I usually remove the autostop valve inside.,5.0,Favorite connectors,1393113600,"02 23, 2014",2,2014,23,65,connectors,overpriced,connectors,overpriced
A1UHKF1UQ3EGW4,B0079GHJWK,Charles H. Thompson III,"[0, 0]","Watching birds is a relaxing activity! This bird feeder helps in this endeavor. It is easy to use. All you have to do is push a button at the top to raise the roof. Once raised, bird seed can be poured into the top and filters to both feeding areas. It does not have to be taken apart to fill up the bottom. The feeder is sturdy too.",5.0,Awesome...,1370563200,"06 7, 2013",6,2013,68,85,feeder,,feeder,
A3SDBL8SJC2ME3,B009QAQ6WG,"Typical Consumer ""AGN""","[0, 0]",Tries this in an area of our yard where we have a mole problem and it did make them go away. Just watching now to see how long they stay gone.,4.0,Works well,1403481600,"06 23, 2014",6,2014,31,70,repellent,,repellent,
A1I4NHYX40MFD,B002EJLLEE,C. Keeney,"[0, 0]","It does work..I tried to make my own but the flies do prefer this one..I have them side by side and they are on the Terro Fly Trap, not the one I made.  I think this is a bit expensive unless it was reusable, but it's not.Update:  Since I wrote this review, I found a McCormicks small plastic herb container with a lid that has holes in it and used that in place of this.  I filled it with some homemade water kefir, a drop of dish liquid and that works just as well as this Fruit Fly Trap, and I can reuse it.  I tried vinegar with honey and it didn't work so well.",5.0,Works but I wish it was reusable,1347494400,"09 13, 2012",9,2012,115,65,Trap,cost,trap,cost
A1M2C49S4GG5CA,B001IKU3QC,Michael P. Vaiana,"[0, 0]",I've got 3 of these connected together and they do a good job of soaking the grass roots on a terrace without wasting water. The soakers are remarkably durable--I got them last year and expected them to fall apart this year but they are good as ever. I may buy a couple more because water's gotten terribly expensive in Colorado.,5.0,Good Product,1369353600,"05 24, 2013",5,2013,59,85,soakers,,soakers,
A2R1HUYHXV7H18,B000FCGS6I,Kristi Gilleland,"[1, 1]","I live in an old house with woods close by and we have always got mice from time to time.  These always work great for us.First we check to see if there's anyplace they are getting in - we had a problem with a hole around the stove outlet- if you've got something like that, fill it with the spray foam if you can - that really helped us.Then, put the traps out close to where you think they are getting in, or close to where you see them- they tend to like to run along the baseboard or in the corners we notice.  Put out MULTIPLE traps along their route.We use peanut butter on ours.  We smear it on the little yellow thing.  Go to bed- or in another room and turn off the lights- listen for the SNAP. They are cheap enough to throw the WHOLE thing away.Usually they kill the mouse dead.  We have had one occasionally NOT kill the mouse.  We take it outside and it it with a bat so it dies immediately.  That's the only bad thing about these traps - if they don't kill the mouse, it can suffer.  They usually do kill it right off though.You can't beat a good cat that's a good mouser- that's the only thing I know that's been better than these traps.  Bait works pretty good too- if you aren't concerned with other animals or kids getting into it.  I had one of those expensive $90 electric traps but it didn't work well at all.If these don't work for you - try smearing the yellow with peanut butter- smear it so they can't get a chunk off and run.",5.0,These work great for us,1401667200,"06 2, 2014",6,2014,277,30,traps,suffering,traps,suffering
A10Z51XLV63OA6,B0002IU8K2,Brian Rose,"[18, 18]","I had used rockwool, but after reading some reviews thought I'd give these a try.They keep an even dampness better than rockwool. Rockwool can easily get drenched, but these seem to keep just the right amount of moisture.When I first got them I was surprised how much they looked like moist chocolate brownie cake. Even the spongy feel made me think &#34;This must be delicious&#34;. I never caved into that temptation, but to this day they still look and feel more appetizing than most brownies. I give a star for that alone.They also fit perfectly in the &#34;Hydrofarm CK64060 Hot House with Heat Mat,&#34; which is convenient.",5.0,Superior to Rockwool,1354060800,"11 28, 2012",11,2012,107,75,Hydrofarm,,hydrofarm,
A1DQHS7MOVYYYA,B00JGLK62Q,A. Boston,"[0, 0]","Original review: It's going to take at least a season outside to see how this cover performs, but, so far it'll do the trick. It's a lot lighter than my last cover, but that one was getting new rip after new rip, despite it's heft just by being on a sharp corner. http://www.amazon.com/gp/product/B000HCNEWM/ref=wms_ohs_product?ie=UTF8&psc;=1This Budge Industries grill cover fits my grill nicely and is easy to maneuver for me(a 5'3+ woman), it just seems like it could be too lightweight to really protect the grill from the elements. Only time will tell!UPDATE: This cover caught under the wheel just moving it to the side to reach something and ripped before I even knew it was stuck. Disappointing since it was an easier cover to remove and put on, but with this fabric type, I'm not surprised it tore so easily.",2.0,"too light, not heavy duty enough for a grill cover.",1404172800,"07 1, 2014",7,2014,138,30,cover,ripped,cover,ripped
A33Y8C4818EJL0,B002EJLLEE,"Live, Laugh, Love...","[0, 0]","Ahh summer time in South Carolina!  I love fresh produce and always keep some in the house year-round.  Of course every summer the fruit flies find their way to my home too.I usually keep a tiny jar (Baby Food) on the kitchen windowsill with red wine vinegar and soap to trap the little buggers.  It usually does the trick pretty well, but its not that attractive to look at.When I saw this little Apple shaped trap, I thought, oooh pretty!  That would dress up my kitchen window and serve a needed purpose as well.Upon its arrival, I opened the package and read the very simple instructions.  Just pull off the lid, discard it and fill the chamber with the bait liquid.  Simple huh?Well I pulled and tugged but no way that lid was coming off, it wasn't cut out.  Finally, I took a razor blade knife, sliced the top off, and then proceeded to fill.I placed this little apple on the window sill and waited.  Now a week later the chamber has attracted and trapped numerous victims.  Its done the job!This would be a much welcome addition to my kitchen if it was refillable, and not disposable.  I would see no need to re-purchase a new 'apple' each month, if the design was tweaked a bit.  I may try to clean this out and refill with vinegar & soap.  I'll update my review at a later date.",3.0,Could be so much better,1346630400,"09 3, 2012",9,2012,236,70,trap,design,trap,design
A1XVF5DU3N05OM,B003MNFOLC,"Mom Shopper ""Super Mom Shopper""","[1, 2]","I will need to update this review.  I just tilled and planted the garden.  We are one week in with no weeds.  This seems to be going well, and covers a decent amount of square footage.  I will update the review once our garden really gets growing.",4.0,Working well so far,1368662400,"05 16, 2013",5,2013,47,70,garden,,garden,
